question,content
Phương pháp điều trị Gout mạn tính thế nào?,"Có rất nhiều người lo lắng về biến chứng của bệnh Gout, bởi vì khi lên cơn đau của bệnh, người bệnh sẽ phải vô cùng khổ sở để chống chọi, trong khi vẫn phải kiêng khem đủ thứ. Bản chất của các hạt tophi là tinh thể urat, có khả năng làm biến dạng các khớp, do đó dần dần sẽ làm hạn chế vận động của khớp, đi lại khó khăn, nặng hơn nữa là gây tàn phế. Trong trường hợp, các hạt tophi bị vỡ sẽ khiến vi khuẩn xâm nhập khớp gây viêm khớp nhiễm khuẩn, nhiễm khuẩn huyết rất nguy hiểm.Bệnh Gout mãn tính có thể gây lắng đọng muối urat trong thận gây ra bệnh sỏi thận, do đó, có thể làm tăng nguy cơ thận ứ nước, ứ mủ dẫn đến suy thận, tăng huyết áp. Có những trường hợp chất urat còn lắng đọng ở dưới da tạo nên các u, cục gây đau và mất thẩm mỹ.Ngoài ra, biến chứng của bệnh Gout có thể xảy ra do dùng thuốc điều trị, điển hình là gây dị ứng, nhất là loại allopurinol hoặc tác dụng phụ của các thuốc chống viêm corticoid hoặc không steroid làm tổn hại đến hệ tiêu hóa, máu, thận,...Những người bị bệnh Gout có thể kiểm soát các đợt bùng phát bằng cách thăm khám và duy trì dùng thuốc, điều chỉnh chế độ ăn uống hợp lý có thể giúp giảm các triệu chứng của bệnh:Một số loại thuốc có tác dụng giảm đau và viêm giúp ngăn ngừa được các đợt bùng phát bệnh như Colchicine hay thuốc Allopurinol giúp ức chế sự hình thành acid uric, các thuốc kháng viêm không steroid, các thuốc giảm đau khác được bác sĩ cân nhắc sử dụng điều trị.Bên cạnh đó, người bệnh cần tuân thủ chế độ ăn lành mạnh, hạn chế các loại thực phẩm có hàm lượng purin cao như nội tạng động vật, hải sản, một số loại đậu, thịt,... Bỏ thuốc lá, kiêng rượu bia và các chất kích thích giúp cải thiện bệnh.Người bệnh cần luyện tập sức khỏe lành mạnh, giảm cân nếu trong tình trạng thừa cân, béo phì, uống nhiều nước và kiềm hóa nước tiểu bằng natri bicacbonat.Uống nhiều nước giúp nhanh đảo thải dịch dư thừa từ thận, giảm triệu chứng sưng và viêm.Túi chườm lạnh có thể giúp giảm sưng, đau và viêm hiệu quả.Thực hiện thăm khám định kỳ theo lịch hẹn của bác sĩ, chú ý các chỉ số nồng độ acid uric định kỳ.Giảm căng thẳng, hạn chế stress: Căng thẳng hay stress có thể dẫn đến các đợt bùng phát bệnh.Liệu pháp phẫu thuật nội soi khớp được chỉ định trong trường hợp khớp bị viêm kéo dài. Lúc này, bác sĩ có thể chỉ định phẫu thuật cắt bớt bao hoạt dịch của khớp. Đối với khớp bị hư hoàn toàn, có thể thay khớp bằng khớp nhân tạo.Các loại thuốc điều trị Gout phổ biến: Thuốc điều trị bệnh gút có thể được sử dụng để điều trị các cơn cấp tính và ngăn ngừa các đợt tấn công trong tương lai. Thuốc cũng có thể làm giảm nguy cơ biến chứng do bệnh như hạn chế sự phát triển của hạt tophi do lắng đọng tinh thể urat.Thuốc chống viêm không steroid NSAID: Các thuốc này bao gồm các lựa chọn không kê đơn như ibuprofen và naproxen sodium (Aleve), cũng như các thuốc kê đơn.Thuốc colchicine: Đây là loại thuốc giảm đau có tác dụng chống viêm hiệu quả. Tuy nhiên, thuốc có thể gây ra một số tác dụng phụ như buồn nôn, nôn và tiêu chảy, đặc biệt nếu dùng với liều lượng lớn.Thuốc corticosteroid: Một số thuốc như Prednisone dexamethasone, Solumedrol có thể kiểm soát chứng viêm và đau do bệnh Gout.Thuốc hạ acid uric máu ngăn ngừa biến chứng bệnh Gout.Trường hợp bệnh nhân chỉ xuất hiện vài đợt bùng phát bệnh mỗi năm hoặc tần suất bệnh ít thường xuyên hơn nhưng đau nhiều, bác sĩ có thể đề nghị dùng thuốc để giảm nguy cơ mắc các biến chứng của bệnh. Nếu khớp bị tổn thương hay xuất hiện các hạt tophi, bệnh nhân có thể được chỉ định sử dụng thuốc giảm mức acid uric, một số thuốc được sử dụng như:Thuốc ngăn chặn sản xuất acid uric: Các loại thuốc được gọi là chất ức chế sản sinh acid uric trong cơ thể giúp hạn chế bệnh tiến triển.Thuốc đào thải acid uric: Những loại thuốc này được gọi là uricosurics giúp tăng uric niệu cải thiện khả năng đào thải acid uric ra khỏi cơ thể.Các thuốc trong nhóm này bao gồm Allopurinol , Febuxostat.Các loại thuốc điều trị căn bệnh này có thể gây ra một số tác dụng phụ như với thuốc các thuốc chống viêm không steroid NSAID như: Đau, xuất huyết, loét dạ dày. Thuốc Colchicine có thể gây tác dụng phụ như buồn nôn, nôn và tiêu chảy, đặc biệt nếu dùng với liều lượng lớn. Thuốc corticosteroid có thể làm thay đổi tâm trạng, tăng lượng đường trong máu và tăng huyết áp. Thuốc Allopurinol có thể có phản ứng dị ứng muộn sau 2 - 3 ngày uống thuốc.Vì vậy, việc dùng thuốc cần có sự chỉ định của bác sĩ để đảm bảo đúng liều lượng, cân nhắc giữa lợi ích và nguy cơ để cho phác đồ sử dụng thuốc phù hợp nhất ở từng bệnh nhân.Cách phòng ngừa bệnh Gout hiệu quả nhất là chú ý đến chế độ ăn và sinh hoạt, nếu gia đình có người từng bị gút, bạn nên thực hiện các xét nghiệm thăm khám định kỳ bên cạnh đó cần chú ý:Kiểm soát cân nặng: Cân nặng có ảnh hưởng đến việc phát triển bệnh Gout, cân nặng hợp lý giúp giảm tình trạng tăng acid uric và giảm sức ép lên các khớp.Chế độ dinh dưỡng hợp lý: Hạn chế thực phẩm chứa nhiều purin là ưu tiên hàng đầu, bên cạnh đó cần bổ sung đủ nước và chất xơ cũng như nguồn protein từ đậu, trứng, sữa và hạn chế bia, rượu mạnh, các loại nước có gas.Lối sống lành mạnh: Tập thể dục và tham gia các hoạt động ngoài trời là một việc lý tưởng để nâng cao sức khỏe bản thân, tránh làm việc với cường độ cao gây áp lực cho sức khỏe. Mặt khác, chủ động khám sức khỏe định kỳ 6 tháng / lần để phát hiện bệnh và điều trị sớm."
Tôi bị huyết áp bình thường cao đã nhiều năm do sử dụng nhiều thuốc giảm đau khị bị cơn gout cấp. Tôi bị gout đã hơn 20 năm. Tôi tiêm vaccine Covid-19 có vấn đề gì không và nên chọn vaccine nào cho an toàn?,"Với tình trạng sức khỏe như mô tả thì anh/chị vẫn được tiêm vaccine Covid-19 theo hướng dẫn mới nhất của Bộ Y tế. Tại thời điểm khám sàng lọc trước tiêm, bác sĩ sẽ khám và đánh giá lại chỉ số về huyết áp. Bên cạnh đó anh/chị cũng nên lưu ý nếu đang trong đợt điều trị cấp của bệnh gout thì việc tiêm vaccine nên được trì hoãn lại cho đến khi kết thúc đợt điều trị. Hiện tại, Chính phủ và Bộ Y tế đang triển khai tiêm vaccine Covid-19 của AstraZeneca và với loại vaccine này anh/chị vẫn tiêm được theo khuyến cáo trên."
Nguyên nhân rụng tóc ở đỉnh đầu là gì?,"Có rất nhiều nguyên nhân gây rụng tóc, thường liên quan đến một hoặc nhiều yếu tố sau đây:Tiền sử gia đình (di truyền): Nguyên nhân phổ biến nhất của rụng tóc nam là di truyền, gây ra hói đầu. Đôi khi nguyên nhân này cũng gặp ở một số trường hợp rụng tóc nữ. Tình trạng này thường xảy ra song song với lão hóa và gần như có thể dự đoán được hình thái của tóc qua thời gian (xuất hiện các đốm hói đối với rụng tóc nam và tóc mỏng dần đối với rụng tóc nữ);Thay đổi nội tiết tố và bệnh lý: Một loạt các rối loạn liên quan đến hormone có thể gây rụng tóc vĩnh viễn hoặc tạm thời, bao gồm thay đổi nội tiết tố trong thai kỳ, sinh nở, mãn kinh và các vấn đề về tuyến giáp. Những nguyên nhân từ bệnh lý bao gồm bệnh rụng tóc từng vùng (alopecia areata), nhiễm trùng da đầu như khi nhiễm giun đũa và một hội chứng gọi là “nghiện giật tóc” (trichotillomania);Thuốc và chất bổ sung: Rụng tóc có thể gây ra do tác dụng phụ của một số loại thuốc, chẳng hạn như thuốc trị ung thư, viêm khớp, trầm cảm, thuốc dùng trong bệnh tim, huyết áp cao và thuốc trị gout;Xạ trị lên phần đầu: Tóc có nguy cơ không thể mọc lại như trước;Căng thẳng: Nhiều người gặp tình trạng tóc rụng nhiều sau khi nhận một cú sốc về thể chất hoặc tinh thần. Loại này chỉ xuất hiện tạm thời;Một số kiểu tóc và phương pháp điều trị: Những kiểu “làm tóc” lạ hoặc thắt tóc quá chặt, chẳng hạn như thắt bím tóc hoặc thắt tóc kiểu cornrow (tóc dính sát da đầu kiểu hình hạt bắp) có thể là nguyên nhân gây rụng tóc. Ngoài ra, việc áp dụng những phương pháp điều trị trên tóc (như dùng dầu nóng) tiến hành lâu dài có thể gây viêm nang lông, dẫn đến rụng tóc. Nếu để xảy ra sẹo, có thể rụng tóc vĩnh viễn.Bác sĩ tư vấn bạn cần khám bác sĩ da liễu tại bệnh viện Vinmec để có chẩn đoán và tư vấn điều trị hiệu quả bạn nhé."
"Kết quả xét nghiệm acid uric máu là 506,6 (μmol/L ) là đang mắc bệnh gì và cách khắc phục thế nào?","Acid uric là sản phẩm thoái hóa nhân purin của các acid nucleic. Các nguồn chính tạo acid uric trong cơ thể gồm:Các thức ăn, đồ uống giàu nhân purin như phủ tạng động vật, hải sản, cá, thịt, bia, rượu vang,...Các tế bào trong cơ thể khi già hóa, chết đi, nhân purin của nó bị phá hủy và tạo thành acid uric, đây được gọi là nguồn acid uric nội sinh.Acid uric được tổng hợp tại gan, thải ra khỏi cơ thể 80% qua đường nước tiểu và 20% qua đường tiêu hóa. Nếu quá trình tổng hợp và đào thải acid uric xảy ra cân bằng, lượng acid uric trong máu sẽ thuộc giới hạn bình thường. Khi nồng độ acid uric trong máu tăng cao (do lượng acid uric tạo thành nhiều hoặc khả năng đào thải của thận giảm) nếu chưa xuất hiện các triệu chứng lâm sàng, các cơn gout cấp, giai đoạn này thường gọi là “tăng acid uric máu”, chưa phải bệnh gout. Tuy nhiên, khi lượng acid uric trong máu tăng cao kéo dài sẽ lắng đọng tinh thể urat ở các khớp gây ra các đợt viêm khớp cấp hay còn gọi là cơn gout cấp. Khi đó, tăng acid uric máu đã tiến triển thành bệnh gout. Nếu acid uric lắng đọng ở thận có thể gây sỏi thận, lắng đọng ở tim sẽ gây bệnh tim mạch...Xét nghiệm acid uric được thực hiện để chẩn đoán các bệnh lý gây biến đổi nồng độ acid uric trong cơ thể. Bác sĩ chỉ định xét nghiệm acid uric để chẩn đoán bệnh gout khi bệnh nhân có các triệu chứng lâm sàng phù hợp. Xét nghiệm acid uric máu cũng được thực hiện định kỳ để theo dõi người bệnh gout trong quá trình điều trị.Trong trường hợp của bạn nồng độ acid uric trong máu tăng cao tuy nhiên cần kết hợp với các triệu chứng lâm sàng và các xét nghiệm khác để có thể chẩn đoán chính xác tình trạng bệnh của bạn."
"Bố tôi năm nay 98 tuổi theo chứng mình nhân dân, thực tế thì bố tôi đã 105 tuổi, già yếu, khoảng 40kg, bị bệnh gút nhẹ, thấp khớp, trở trời đau khớp gối, bàn chân, tay. Viêm phế quản mãn tính, thở khò khè, uống thuốc viêm phế quản từng đợt, giảm lại ngừng, rồi uống tiếp. Ông ăn uống kém, ít ăn, uống sữa, thuốc bổ, cố gắng tự vệ sinh, bám thanh sắt vào buồng vệ sinh ngay sát gường. Thời tiết thay đổi đau bụng, đại tràng, chủ yếu là nằm một chỗ, không đi lại trong nhà được. Vậy có tiêm vaccine covid 19 được không?","Mẹ của anh đang có bệnh lý là hep động mạch vành trên 75% và có chỉ định đặt stent nhưng chưa đặt và thi thoảng có cơn đau tức ngực thì sẽ thuộc đối tượng tạm hoãn tiêm chủng theo hướng dẫn trong quyết định 2995 của Bộ Y tế (bệnh nền chưa kiểm soát được). Trong giai đoạn này, mẹ của anh có thể phòng bệnh bằng các biện pháp khác như thông điệp 5K của Chính phủ."
"Kết quả định lượng TSH và Acid Uric tăng, cảnh báo bệnh lý gì?","TSH (Hormone kích thích tuyến giáp) do thuỳ trước tuyến yên trước được tiết ra dưới sự kiểm soát của một hormone của vùng dưới đồi = (TRH). Khi nồng độ hormone giáp trong dòng tuần hoàn giảm xuống hay khi cơ thể phải đương đầu với tình trạng stress thực thể hay tâm thần vùng dưới đồi bị kích thích để giải phóng ra hormone gây ra giải phóng hormone hướng tuyến giáp (TRH). TRH sẽ kích thích thùy trước tuyến yên sản xuất hormone kích thích tuyến giáp ( TSH). Sau đó TSH kích thích sản xuất và giải phóng Triiodothyronine ( T3) và Thyroxin ( T4). TSH là một xét nghiệm rất có giá trị trong chẩn đoán và theo dõi bệnh lý tuyến giáp đặc biệt trong bệnh Basedow. Mục đích chính của xét nghiệm TSH là xem tuyến giáp có hoạt động như bình thường hay không, đồng thời rất có ý nghĩa chẩn đoán sớm các bệnh lý rối loạn chức năng tuyến giáp (cường giáp và suy giáp) và nguyên nhân nguồn gốc của các rối loạn, từ đó có những hướng tư vấn điều trị kịp thời và sớm để mang lại chất lượng cuộc sống tốt hơn. Tăng TSH thường gặp trong các trường hợp sau: Suy giáp tiên phát (tại tuyến giáp), Có kháng thể kháng TSH hay có tình trạng kháng lại hormone tuyến giáp. Sau cắt gần toàn bộ hay toàn bộ tuyến giáp. Cường giáp nguồn gốc tuyến yên. Sản xuất TSH lạc chỗ. Viêm tuyến giáp Hashimoto. . ."
Không gập được đầu gối điều trị như thế nào?,"Đau khớp gối có rất nhiều nguyên nhân như viêm khớp dạng thấp, thoái hóa khớp, chấn thương khớp, gút. . . Mỗi bệnh đều có phương thức điều trị khác nhau. Chị đã đi khám các cơ sở y tế chưa?  Nếu chưa đi khám thì chị nên đi để được chụp phim khớp gối, siêu âm khớp, làm xét nghiệm máu để chẩn đoán nguyên nhân gây đau khớp, từ đó sẽ có hướng điều trị thích hợp."
Nhiễm độc chì gây ảnh hưởng gì đến cơ thể và sắc mặt?,"Chì được sử dụng rộng rãi hiện nay vì có nhiều công dụng. Tuy nhiên, chì không có vai trò sinh lý đối với cơ thể mà hoàn toàn có hại cho sức khỏe. Chì vào cơ thể bằng nhiều cách và gây tác hại cho mọi lứa tuổi. Ngộ độc chì đặc biệt nguy hiểm đối với sự phát triển của trẻ nhỏ.Chì có thể nhiễm qua ăn uống, do bàn tay chưa được vệ sinh đưa lên miệng. Chì có thể nhiễm qua ăn uống, do bàn tay chưa được vệ sinh đưa lên miệng. Ở giai đoạn ngộ độc chì mới phát, bệnh nhân sẽ có một số triệu chứng như nhức đầu, bứt rứt, giảm sự tập trung, khó ngủ kéo dài, buồn nôn xảy ra vào ban đêm hoặc sáng sớm. Một số triệu chứng khác cũng có thể xảy ra như tiêu chảy, táo bón, đau cơ, giảm ham muốn. Ở giai đoạn nhiễm độc, các triệu chứng sẽ trở nên cấp tính và nặng hơn.Trẻ em ngậm, mút các đồ vật có chì. Trẻ em hấp thụ chì trong thức ăn lên tới 40-50% nhưng người lớn chỉ hấp thu 10-15%. Nếu người bệnh có chế độ ăn thiếu dinh dưỡng thì hấp thụ chì qua đường tiêu hoá sẽ tăng lên.Khi nhiễm chì, cơ thể sẽ bị ảnh hưởng nghiêm trọng: Chì gây tổn thương tế bào, làm chết tế bào thần kinh, kích thích thần kinh trung ương, chì ức chế tổng hợp hồng cầu, rút ngắn tuổi thọ của hồng cầu, vì vậy gây ra thiếu máu, làm giảm thải trừ axit uric qua nước tiểu, gây tăng axit uric và bệnh gout, chì gây tăng huyết áp do làm tăng co bóp thành mạc, chì làm giảm khả năng sinh sản ở cả nam và nữ giới, suy giảm chức năng tuyến giáp, chức năng nội tiết tuyến yên - thượng thận,...Tuy nhiên, ở trường hợp của bạn, bạn vo gạo rồi nấu thì sẽ không ảnh hưởng nhiều. Nếu bạn có biểu hiện bất thường có thể đến thăm khám bác sĩ để được điều trị kịp thời."
"Ba mẹ tôi bị cao huyết áp, tim mạch, uống thuốc thường xuyên, đã từng đột quỵ cách đây 2 năm. Riêng ba tôi còn bị gout (ít khi tái phát) và đã từng bị ung thư tuyến tiền liệt cách đây 6 năm nhưng lâu nay không thấy tái phát. Các bác sĩ cho hỏi vậy ba má tôi có nên tiêm vaccine không. Ba tôi 87 tuồi, mẹ tôi 82 tuổi.","Hiện ba mẹ của anh/chị bị huyết áp, tim mạch, từng có tiền sử đột quỵ. . . Ngoài ra, ba của anh/chị có tiền sử ung thư tuyến tiền liệt đang điều trị ổn định cách đây 6 năm, hiện đang dùng thuốc thường xuyên. Theo QĐ 2995/QĐ-BYT, trường hợp ba mẹ của anh/chị nên đến khối bệnh viện khám lại và tiêm tại bệnh viện. Ba mẹ của anh/chị đã 82 và 87 tuổi và đang có nhiều bệnh nền thì anh/chị nên cân nhắc giữa lợi ích và nguy cơ sau khi bác sĩ khám và tư vấn cụ thể sẻ quyết định có tiêm chủng hay tạm hoãn tiêm."
"Tôi bị suy thoái đốt sống cổ, đau đầu mãn tính không rõ lý do, mỡ máu, gout, men gan. Vậy xin hỏi tôi có thể tiêm vaccine Covid-19 không?","Các bệnh mạn tính nếu chưa được kiểm soát, anh sẽ tạm hoãn tiêm chủng. Nếu các chỉ số xét nghiệm trong giới hạn và bệnh mạn tính ổn định >= 3 tháng thì anh có thể tiêm chủng bình thường. Khi đi tiêm anh nên mang theo hồ sơ và các kết quả xét nghiệm để bác sĩ khám sàng lọc tư vấn cụ thể hơn."
"Tôi 43 tuổi, tiền sử bị cao huyết áp, tiểu đường tuýp II ổn định khoảng 2 năm nay. Ngoài ra còn bị gout, mỡ máu cao, gan mỡ độ 2, men gan cao. Xin hỏi có tiêm được vaccine ngừa Covid-19 không? Nếu tiêm thì quy trình theo dõi sau tiêm với những đối tượng như tôi thế nào?","Hiện nay, các bệnh lý của anh đều đã ổn định, anh có thể tiêm vaccine Covid-19 bình thường. Ngoài ra, sau khi tiêm chủng anh cần lưu ý thực hiện theo dõi các phản ứng sau tiêm theo như các hướng dẫn của Bộ Y tế và bác sĩ tại nơi anh đã tiêm chủng."
"Em 30 tuổi, bệnh nền như khuyết tật vận động, người nhỏ, số kg ít (31 kg), hở van tim động mạch chủ 2/4 (3/4 tùy từng lúc siêu âm) nhưng em cảm thấy sức khỏe cũng đang ổn định. Ngoài ra, em từng uống thuốc gout 15 ngày tại phòng khám (nhưng có vẻ liều hơi nặng nên bị nổi mề đay (không ngủ được suốt đêm vì ngứa) nên phải đi khám bệnh và được bác sĩ chẩn đoán là dị ứng. Bác sĩ cho em uống thuốc ngày thì khỏi hẳn ngứa.Bác sĩ cho em hỏi với các chi tiết trên, em có đủ điều kiện tiêm vaccine Covid-19 hay không vì lợi ích của tiêm vaccine đối với người dễ bị tổn thương là rất lớn. Em dự tính tiêm vaccinesẽ nhập viện luôn 3-7 ngày có an toàn cho em không ạ?","Với tiền sử bệnh lý tim mạch và dị ứng Allopurinol/ Etoricoxib thì theo QĐ 2995 BYT ngày 18/6/2021, anh, chị sẽ tiêm phòng tại bệnh viện hoặc cơ sở y tế đủ năng lực hỗ trợ cấp cứu. Anh/chị cần liên hệ với nơi cư trú gần nhất hoặc cơ quan công tác về việc chọn lựa địa điểm tiêm chủng nào theo thông báo từ Bộ Y tế hoặc CDC địa phương."
"Chào bác sĩ,
Em bị tăng tiết mồ hôi, nhất là vùng mặt và ngực ra rất nhiều. Bác sĩ cho em hỏi tăng tiết mồ hôi ở vùng mặt và ngực có điều trị được không? Em cảm ơn bác sĩ.","Chào bạn,
Để trả lời câu hỏi trên, bác sĩ xin giải đáp như sau:
Tăng tiết mồ hôi nguyên phát thường do rối loạn chức năng của hệ thống thần kinh thực vật (cường giao cảm) gây nên; Yếu tố tinh thần, cảm xúc (lo âu, căng thẳng), sử dụng rượu bia, cà phê, thiếu ngủ là những tác nhân kích hoạt tuyến mồ hôi hoạt động mạnh hơn.
Tăng tiết mồ hôi thứ phát xảy ra sau khi mắc một số bệnh lý như đái tháo đường, cường giáp, bệnh gút, ung thư, nhiễm trùng, béo phì hoặc phụ nữ trong thời kỳ mãn kinh; tùy từng người, có biểu hiện tăng tiết mồ hôi vị trí khác nhau (nách, bàn tay, ngực...).
Bạn có thể điều trị bằng thuốc hoặc phẫu thuật; bạn nên đến bệnh viện khám chuyên khoa nội, ngoại lồng ngực để xác định nguyên nhân và tìm phương thức điều trị phù hợp.
Trân trọng!"
"Chào bác sĩ,
Em đi xét nghiệm máu và nhận kết quả nồng độ axit uric rất cao (532). Em rất lo lắng về vấn đề này. Vậy bác sĩ cho em hỏi nồng độ axit uric cao có ảnh hưởng gì? Em cảm ơn bác sĩ.","Chào bạn,
Để trả lời câu hỏi trên, bác sĩ xin giải đáp như sau:
Axit uric là sản phẩm chuyển hóa cuối cùng của base có nitơ nhân purin (adenin và guanidine) của axit nucleic, hình thành chủ yếu ở gan và được đào thải qua thận, với nồng độ axit uric toàn phần được duy trì bởi sự cân bằng giữa quá trình tổng hợp và quá trình đào thải. Các nguồn chính tổng hợp axit uric trong cơ thể người là các thức ăn có chứa purin và từ nguồn axit uric nội sinh do thoái biến các axit nucleic của cơ thể. Axit uric thải trừ qua hai con đường chính là nước tiểu và qua đường tiêu hóa. Tăng quá mức axit uric trong huyết thanh có thể gây nên tình trạng lắng đọng tại các khớp và mô mềm gây bệnh gout, gây nên một quay vòng tế bào gây chậm trễ bài tiết axit uric qua thận dẫn đến tăng nồng độ axit uric máu. Lượng axit uric nước tiểu tăng quá mức có thể bị kết tủa và hình thành sỏi urat trong hệ tiết niệu.
Thực tế, có rất nhiều các loại thực phẩm có chứa một lượng purin cao, nếu con người ăn chúng quá nhiều thì có thể góp phần vào việc làm tăng axit uric trong máu. Các loại thực phẩm có thể là nội tạng động vật, gia cầm, thịt đỏ, cá, cá mòi, nấm men, cá cơm, bia,... Mặt khác, việc ăn kiêng quá mức, tập thể dục vất vả cũng có thể làm tăng axit uric máu và giảm bài tiết, vì cơ thể sẽ tự phân hủy năng lượng trong khi thận không thể bài tiết axit uric hiệu quả. Tăng thứ phát có liên quan đến rất nhiều tình trạng bao gồm suy thận, các bệnh tăng sinh tủy (Myeloproliferative Diseases), bệnh tán huyết, bệnh vẩy nến, đa hồng cầu, bệnh dự trữ glycogen type 1, nghiện rượu, nhiễm độc chì, chế độ ăn giàu purin, nhịn ăn, đói và hóa trị liệu.
Giá trị tham chiếu của xét nghiệm axit uric máu trên người khỏe mạnh:
Nam: 208.3 - 428.4 μmol/L
Nữ: 154.7 - 357.0 μmol/L
Như vậy nồng độ axit uric máu của bạn đang ở ngưỡng cao. Bạn nên đi khám bác sĩ chuyên khoa Nội để được khám lâm sàng cũng như tư vấn các xét nghiệm chuyên sâu hơn cũng như điều trị bằng thuốc nếu cần thiết. Ngoài ra, bạn có thể phòng ngừa bệnh tăng axit uric máu bằng chế độ ăn lành mạnh nhiều rau xanh, ít mỡ động vật, giảm thức ăn chứa nhiều purin, tập luyện thể dục đều đặn ít nhất 30 phút mỗi ngày, 5 ngày mỗi tuần. Hạn chế rượu bia.
Trân trọng!"
"Chào bác sĩ,
Sau khi xét nghiệm máu, cháu có kết quả số lượng bạch cầu tăng 14,13G/L, số lượng bạch cầu trung tính là 9,0 G/L, số lượng bạch cầu Monocyte là 0.6 G/L, số lượng bạch cầu Lymphocyte là 4,4 G/L còn axit uric tăng 439 mmol/l. Vậy bác sĩ cho em hỏi kết quả xét nghiệm máu như thế nào là bất thường? Cháu có phải kiểm tra gì về sức khỏe không? Cháu cảm ơn bác sĩ.","Chào bạn,
Để trả lời câu hỏi trên, bác sĩ xin giải đáp như sau:
Kết quả xét nghiệm tổng phân tích tế bào máu của bạn có số lượng bạch cầu tăng (bao gồm cả bạch cầu hạt trung tính và bạch cầu lymphocyte). Trường hợp kết quả như vậy thường là do cơ thể bị nhiễm trùng hoặc có tình trạng viêm nhiễm ở một phận nào đó trong cơ thể. Ngoài ra, số lượng bạch cầu tăng có thể gặp trong trường hợp tăng bạch cầu mạn ác tính,...Bạn nên đi khám bệnh tổng thể để tìm nguyên nhân chính xác.
Axit uric máu tăng có thể do nguyên nhân chế độ ăn nhiều purine như phủ tạng động vật, tôm, hải sản,...uống nhiều rượu bia, bệnh suy thận các bệnh lý gây hủy hoại tế bào quá mức như các bệnh lý ác tính,...do sử dụng các thuốc như corticoid, thuốc lợi tiểu (furosemid), thuốc chống lao,...Bạn xem chế độ ăn uống của bạn có nhiều purin không, nếu có cần điều chỉnh theo hướng ăn nhiều rau xanh và giảm thức ăn chứa nhiều purine và kiểm tra lại axit uric sau thời gian điều chỉnh chế độ ăn từ 1 đến 3 tháng. Khám sức khỏe tổng quát để các bác sĩ cho lời khuyên kịp thời.
Trân trọng!"
"Chào bác sĩ,
Em có đi hiến máu được 3 lần, lần thứ 4 đi hiến thì bác sĩ bảo không hiến được vì máu chứa nhiều huyết tương do ăn nhiều đạm. Vậy bác sĩ cho em hỏi máu chứa nhiều huyết tương do ăn nhiều đạm có nguy hiểm không? Tình trạng của em có cần điều trị gì không? Chế độ sinh hoạt ăn uống cần thay đổi không? Cháu cảm ơn bác sĩ.","Chào bạn,
Để trả lời câu hỏi trên, bác sĩ xin giải đáp như sau:
Bác sĩ hiểu có thể bạn đang hỏi tình trạng máu của bạn có nồng độ đạm và mỡ cao hơn bình thường, việc điều trị thì bạn nên đi khám bệnh cụ thể. Tùy mức độ cao mà cần uống thuốc hay chỉ điều chỉnh chế độ ăn.
Nếu mức độ đạm, mỡ rất cao, kéo dài không được điều trị thì gây ra bệnh gout, bệnh gan nhiễm mỡ, giảm chức năng thận do tắc các ống thận, xơ hóa mạch vành, tăng độ nhớt máu,...Bạn lưu ý về chế độ ăn nên giảm bớt các bữa ăn có hàm lượng đạm cao.
Trân trọng!"
"Chào bác sĩ,
Em xét nghiệm có chỉ số AST là 21,87 U/L; chỉ số ALT là 50,52 U/L. Vậy bác sĩ cho em hỏi kết quả xét nghiệm AST và ALT thế nào là bình thường? Kết quả của em có đáng lo không thưa bác sĩ? Em cảm ơn bác sĩ.","Chào bạn,
Để trả lời câu hỏi trên, bác sĩ xin giải đáp như sau:
Đối với các xét nghiệm AST và ALT thì khoảng tham chiếu của xét nghiệm như sau:
AST (GOT): Nhỏ hơn 50 U/L với nam và nhỏ hơn 35 U/L với nữ.
ALT (GPT): Nhỏ hơn 50 U/L với nam và nhỏ hơn 35 U/L với nữ.
Như vậy, với chỉ số của bạn, AST là 21,87 U/L nằm trong giới hạn bình thường. Chỉ số ALT LÀ 50,52 U/L cao hơn giới hạn tham chiếu (50 với nam) nhưng không đáng kể.
Chỉ số ALT tăng nhẹ có thể gặp trong bệnh lý viêm gan cấp, nhẹ, bệnh gan mạn tính,do tắc nghẽn ống mật, gan nhiễm mỡ. Một số trường hợp lạm dụng rượu bia, tổn thương tim, có khối u trong gan cũng khiến nồng độ ALT tăng nhẹ. Ngoài ra, ALT tăng cũng có thể do các yếu tố không liên quan đến bệnh lý như có sử dụng thuốc, điển hình như: Thuốc chống co giật, thuốc tâm thần, thuốc ức chế lên men chuyển hóa Angiotensin, thuốc Thiazid lợi tiểu, Allopurinol, thuốc tránh thai, Acetaminophen, Trifluoperazine, Metronidazol. Một số loại thực phẩm chức năng, viên uống bổ sung khác cũng có thể khiến nồng độ ALT tăng nhẹ. Chấn thương cơ xương, tim, làm việc hay tập thể dục gắng sực, tiêm thuốc vào mô cơ cũng có thể làm tăng nồng độ ALT
Trân trọng!"
